je_id,entity,posting_date,value_date,period,account_code,account_name,account_type,cost_center,description,debit_credit,amount,currency,vendor_id,vendor_name,invoice_ref,user_id,approved_by,posting_hour,source_system,je_type,reversal_flag
JE-009070,FinServ Partners,2023-12-20,2023-12-20,2023-12,2200,Accrued Liabilities,Liability,CC681,Standard posting — Accrued Liabilities,C,425.0,USD,V010,Platinum Facilities,INV-42965,j.martin,director.finance,11,Oracle,Manual,N
JE-009071,ACME Corp,2024-06-15,2024-06-15,2024-06,2300,Short-Term Borrowings,Liability,CC883,Standard posting — Short-Term Borrowings,C,6388.61,USD,V009,ClearView Analytics,INV-89126,f.nkosi,vp.controller,11,Oracle,Automated,N
JE-009072,Global Trade Ltd,2023-07-20,2023-07-20,2023-07,6800,Insurance,Expense,CC843,Standard posting — Insurance,D,2982.93,EUR,V001,Apex Consulting,INV-29346,r.kumar,mgr.accounting,10,Oracle,Automated,N
JE-009073,FinServ Partners,2024-06-21,2024-06-21,2024-06,4300,Other Operating Income,Revenue,CC713,Standard posting — Other Operating Income,D,1880.69,USD,V010,Platinum Facilities,INV-20437,f.nkosi,vp.controller,9,Import,Automated,N
JE-009074,ACME Corp,2024-11-04,2024-11-04,2024-11,2100,Accounts Payable,Liability,CC631,Standard posting — Accounts Payable,D,57508.96,USD,V010,Platinum Facilities,INV-20520,r.kumar,dir.treasury,10,Oracle,Manual,N
JE-009075,FinServ Partners,2023-06-28,2023-06-28,2023-06,2300,Short-Term Borrowings,Liability,CC828,Standard posting — Short-Term Borrowings,C,12935.05,USD,V008,Alliance Insurance,INV-97027,r.kumar,dir.treasury,11,SAP,Automated,N
JE-009076,TechFlow Inc,2023-02-01,2023-02-01,2023-02,1300,Inventories,Asset,CC485,Standard posting — Inventories,C,527.47,USD,V009,ClearView Analytics,INV-30631,t.yamada,cfo.office,14,Manual,Import,N
JE-009077,BuildCo SA,2024-08-21,2024-08-21,2024-08,6800,Insurance,Expense,CC315,Standard posting — Insurance,C,12861.71,EUR,V003,Premier Office Supply,INV-71147,t.yamada,vp.controller,13,Concur,Automated,N
JE-009078,ACME Corp,2023-11-02,2023-11-02,2023-11,2100,Accounts Payable,Liability,CC781,Standard posting — Accounts Payable,C,193.47,USD,V003,Premier Office Supply,INV-10338,m.okafor,director.finance,10,SAP,Import,N
JE-009079,Global Trade Ltd,2023-10-14,2023-10-14,2023-10,6400,Marketing & Advertising,Expense,CC576,Standard posting — Marketing & Advertising,D,850.79,CHF,V004,Metro Legal Advisors,INV-73848,l.dupont,cfo.office,11,Manual,Automated,N
JE-009080,TechFlow Inc,2024-11-04,2024-11-04,2024-11,9200,Intercompany Receivable,Asset,CC211,Standard posting — Intercompany Receivable,D,209333.8,USD,V010,Platinum Facilities,INV-62660,m.okafor,cfo.office,12,SAP,Automated,N
JE-009081,BuildCo SA,2024-02-26,2024-02-26,2024-02,6500,Travel & Entertainment,Expense,CC504,Standard posting — Travel & Entertainment,D,37325.24,GBP,V002,Global IT Solutions,INV-27637,r.kumar,dir.treasury,14,Oracle,Automated,N
JE-009082,Global Trade Ltd,2024-01-09,2024-01-09,2024-01,2100,Accounts Payable,Liability,CC314,Standard posting — Accounts Payable,C,119.16,EUR,V006,NovaTech Services,INV-99593,s.chen,dir.treasury,17,Oracle,Manual,N
JE-009083,Global Trade Ltd,2024-03-03,2024-03-03,2024-03,6200,Rent & Occupancy,Expense,CC191,Standard posting — Rent & Occupancy,D,4221.88,USD,V007,Stellar Recruitment,INV-88272,t.yamada,vp.controller,11,Oracle,Manual,N
JE-009084,TechFlow Inc,2024-02-12,2024-02-12,2024-02,5200,Direct Labour,Expense,CC233,Standard posting — Direct Labour,C,45508.62,USD,V003,Premier Office Supply,INV-43047,a.silva,mgr.accounting,10,SAP,Automated,N
JE-009085,Global Trade Ltd,2024-02-02,2024-02-02,2024-02,9200,Intercompany Receivable,Asset,CC230,Standard posting — Intercompany Receivable,C,22265.37,EUR,V007,Stellar Recruitment,INV-41645,a.silva,director.finance,10,SAP,Import,N
JE-009086,BuildCo SA,2024-01-19,2024-01-19,2024-01,1100,Cash & Cash Equivalents,Asset,CC169,Standard posting — Cash & Cash Equivalents,C,2723.33,EUR,V009,ClearView Analytics,INV-40496,m.okafor,director.finance,15,Manual,Manual,N
JE-009087,ACME Corp,2023-04-19,2023-04-19,2023-04,6100,Salaries & Wages,Expense,CC643,Standard posting — Salaries & Wages,D,617.37,USD,V008,Alliance Insurance,INV-37350,s.chen,vp.controller,14,Manual,Automated,N
JE-009088,Global Trade Ltd,2023-10-01,2023-10-01,2023-10,5100,Cost of Goods Sold,Expense,CC782,Standard posting — Cost of Goods Sold,D,106023.71,USD,V004,Metro Legal Advisors,INV-94218,a.silva,vp.controller,8,Oracle,Automated,N
JE-009089,FinServ Partners,2023-11-04,2023-11-04,2023-11,9200,Intercompany Receivable,Asset,CC647,Standard posting — Intercompany Receivable,C,4453.91,CHF,V004,Metro Legal Advisors,INV-50440,m.okafor,director.finance,16,Concur,Manual,N
JE-009090,ACME Corp,2024-07-09,2024-07-09,2024-07,7200,Interest Expense,Expense,CC644,Standard posting — Interest Expense,C,67766.35,USD,V002,Global IT Solutions,INV-74813,c.lambert,dir.treasury,16,Import,Automated,N
JE-009091,TechFlow Inc,2024-01-27,2024-01-27,2024-01,5100,Cost of Goods Sold,Expense,CC245,Standard posting — Cost of Goods Sold,D,5058.03,GBP,V002,Global IT Solutions,INV-38855,p.garcia,director.finance,11,Oracle,Import,N
JE-009092,Global Trade Ltd,2024-01-19,2024-01-19,2024-01,2200,Accrued Liabilities,Liability,CC873,Standard posting — Accrued Liabilities,C,492.43,CAD,V009,ClearView Analytics,INV-98366,f.nkosi,vp.controller,15,Oracle,Automated,N
JE-009093,FinServ Partners,2023-08-16,2023-08-16,2023-08,4300,Other Operating Income,Revenue,CC836,Standard posting — Other Operating Income,C,391.91,EUR,V008,Alliance Insurance,INV-29622,j.martin,vp.controller,14,SAP,Manual,N
JE-009094,ACME Corp,2023-10-14,2023-10-14,2023-10,1100,Cash & Cash Equivalents,Asset,CC597,Standard posting — Cash & Cash Equivalents,D,4826.89,USD,V001,Apex Consulting,INV-44316,p.garcia,vp.controller,14,SAP,Reversal,N
JE-009095,Global Trade Ltd,2023-08-14,2023-08-14,2023-08,2400,Deferred Revenue,Liability,CC268,Standard posting — Deferred Revenue,D,33086.71,EUR,V009,ClearView Analytics,INV-78650,a.silva,mgr.accounting,11,Manual,Manual,N
JE-009096,ACME Corp,2024-07-24,2024-07-24,2024-07,7100,Interest Income,Revenue,CC395,Standard posting — Interest Income,D,7928.28,USD,V003,Premier Office Supply,INV-39189,p.garcia,director.finance,14,Oracle,Automated,N
JE-009097,ACME Corp,2024-02-28,2024-02-28,2024-02,1400,Prepaid Expenses,Asset,CC205,Vendor payment — expense reimbursement,C,9987.16,EUR,V010,Platinum Facilities,INV-19981,j.martin,dir.treasury,17,Oracle,Manual,N
JE-009098,ACME Corp,2023-06-10,2023-06-10,2023-06,3200,Retained Earnings,Equity,CC323,Standard posting — Retained Earnings,D,984.93,EUR,V006,NovaTech Services,INV-11448,s.chen,mgr.accounting,9,SAP,Automated,N
JE-009099,TechFlow Inc,2024-10-15,2024-10-15,2024-10,5200,Direct Labour,Expense,CC740,Standard posting — Direct Labour,C,176.64,USD,V009,ClearView Analytics,INV-92775,t.yamada,vp.controller,17,SAP,Automated,N
JE-009100,FinServ Partners,2023-01-10,2023-01-10,2023-01,6400,Marketing & Advertising,Expense,CC815,Standard posting — Marketing & Advertising,C,68284.01,USD,V002,Global IT Solutions,INV-72636,r.kumar,vp.controller,11,SAP,Automated,N
JE-009101,BuildCo SA,2023-08-23,2023-08-23,2023-08,6600,IT & Software,Expense,CC539,Standard posting — IT & Software,D,86445.47,GBP,V006,NovaTech Services,INV-74818,m.okafor,mgr.accounting,17,Concur,Import,N
JE-009102,ACME Corp,2024-08-14,2024-08-14,2024-08,4300,Other Operating Income,Revenue,CC376,Standard posting — Other Operating Income,C,218.81,USD,V005,FastTrack Logistics,INV-73024,t.yamada,mgr.accounting,14,Manual,Manual,N
JE-009103,BuildCo SA,2023-03-13,2023-03-13,2023-03,6600,IT & Software,Expense,CC878,Standard posting — IT & Software,D,2058.86,USD,V002,Global IT Solutions,INV-62262,s.chen,vp.controller,11,SAP,Manual,N
JE-009104,BuildCo SA,2024-12-08,2024-12-08,2024-12,3200,Retained Earnings,Equity,CC543,Standard posting — Retained Earnings,C,34948.67,USD,V010,Platinum Facilities,INV-47512,c.lambert,director.finance,11,Manual,Manual,N
JE-009105,TechFlow Inc,2024-11-27,2024-11-27,2024-11,1300,Inventories,Asset,CC913,Standard posting — Inventories,D,1975.36,USD,V005,FastTrack Logistics,INV-12046,f.nkosi,dir.treasury,12,Import,Manual,N
JE-009106,Global Trade Ltd,2023-02-26,2023-02-26,2023-02,6700,Depreciation & Amortisation,Expense,CC185,Standard posting — Depreciation & Amortisation,D,6381.23,GBP,V004,Metro Legal Advisors,INV-67817,m.okafor,vp.controller,10,SAP,Manual,N
JE-009107,Global Trade Ltd,2023-03-06,2023-03-06,2023-03,2100,Accounts Payable,Liability,CC531,Standard posting — Accounts Payable,C,362282.53,USD,V007,Stellar Recruitment,INV-20082,t.yamada,cfo.office,11,Import,Manual,N
JE-009108,ACME Corp,2023-04-28,2023-04-28,2023-04,6600,IT & Software,Expense,CC555,Standard posting — IT & Software,D,6003.38,USD,V009,ClearView Analytics,INV-39767,j.martin,dir.treasury,17,Manual,Reversal,N
JE-009109,BuildCo SA,2024-10-24,2024-10-24,2024-10,4300,Other Operating Income,Revenue,CC115,Standard posting — Other Operating Income,D,7934.19,USD,V010,Platinum Facilities,INV-16053,f.nkosi,director.finance,13,SAP,Manual,N
JE-009110,TechFlow Inc,2024-08-07,2024-08-07,2024-08,4200,Revenue — Services,Revenue,CC730,Standard posting — Revenue — Services,D,497.38,USD,V010,Platinum Facilities,INV-86630,r.kumar,vp.controller,12,SAP,Automated,N
JE-009111,ACME Corp,2023-02-04,2023-02-04,2023-02,6700,Depreciation & Amortisation,Expense,CC814,Standard posting — Depreciation & Amortisation,C,7374.48,USD,V010,Platinum Facilities,INV-62465,p.garcia,dir.treasury,10,SAP,Import,N
JE-009112,FinServ Partners,2023-03-23,2023-03-23,2023-03,1300,Inventories,Asset,CC219,Standard posting — Inventories,C,134.62,USD,V010,Platinum Facilities,INV-76931,t.yamada,director.finance,13,SAP,Manual,N
JE-009113,BuildCo SA,2023-09-28,2023-09-28,2023-09,2400,Deferred Revenue,Liability,CC508,Standard posting — Deferred Revenue,C,99731.29,USD,V009,ClearView Analytics,INV-46535,s.chen,vp.controller,8,Oracle,Automated,N
JE-009114,BuildCo SA,2024-06-06,2024-06-06,2024-06,6500,Travel & Entertainment,Expense,CC622,Standard posting — Travel & Entertainment,D,1227.88,CHF,V002,Global IT Solutions,INV-55793,t.yamada,vp.controller,11,SAP,Automated,N
JE-009115,Global Trade Ltd,2023-10-25,2023-10-25,2023-10,4300,Other Operating Income,Revenue,CC779,Standard posting — Other Operating Income,C,253608.09,EUR,V001,Apex Consulting,INV-14663,t.yamada,director.finance,12,Import,Manual,N
JE-009116,Global Trade Ltd,2024-04-01,2024-04-01,2024-04,1300,Inventories,Asset,CC172,Standard posting — Inventories,D,3728.84,USD,V009,ClearView Analytics,INV-67900,p.garcia,mgr.accounting,11,Manual,Automated,N
JE-009117,Global Trade Ltd,2023-02-24,2023-02-24,2023-02,3200,Retained Earnings,Equity,CC465,Standard posting — Retained Earnings,D,11058.2,EUR,V002,Global IT Solutions,INV-37919,a.silva,director.finance,12,SAP,Import,N
JE-009118,ACME Corp,2023-05-28,2023-05-28,2023-05,2100,Accounts Payable,Liability,CC371,Standard posting — Accounts Payable,D,403042.9,USD,V005,FastTrack Logistics,INV-23065,s.chen,dir.treasury,10,Manual,Automated,N
JE-009119,FinServ Partners,2023-08-08,2023-08-08,2023-08,5100,Cost of Goods Sold,Expense,CC875,Standard posting — Cost of Goods Sold,D,1428.09,USD,V010,Platinum Facilities,INV-49607,f.nkosi,director.finance,14,Manual,Import,N
JE-009120,ACME Corp,2023-09-16,2023-09-16,2023-09,9200,Intercompany Receivable,Asset,CC968,Standard posting — Intercompany Receivable,C,47794.13,GBP,V003,Premier Office Supply,INV-26044,l.dupont,cfo.office,10,Manual,Automated,N
JE-009121,BuildCo SA,2023-12-22,2023-12-22,2023-12,9300,Intercompany Payable,Liability,CC298,Standard posting — Intercompany Payable,C,1382.28,GBP,V007,Stellar Recruitment,INV-19117,l.dupont,director.finance,16,SAP,Automated,N
JE-009122,ACME Corp,2024-11-04,2024-11-04,2024-11,6200,Rent & Occupancy,Expense,CC791,Standard posting — Rent & Occupancy,D,22229.15,USD,V003,Premier Office Supply,INV-61298,t.yamada,mgr.accounting,13,SAP,Import,N
JE-009123,Global Trade Ltd,2024-07-14,2024-07-14,2024-07,1200,Accounts Receivable,Asset,CC131,Standard posting — Accounts Receivable,C,159.08,USD,V005,FastTrack Logistics,INV-18533,l.dupont,director.finance,16,Manual,Import,N
JE-009124,Global Trade Ltd,2024-03-09,2024-03-09,2024-03,6500,Travel & Entertainment,Expense,CC601,Standard posting — Travel & Entertainment,D,24890.24,USD,V010,Platinum Facilities,INV-15621,p.garcia,vp.controller,14,Import,Automated,N
JE-009125,Global Trade Ltd,2023-04-15,2023-04-15,2023-04,3200,Retained Earnings,Equity,CC583,Standard posting — Retained Earnings,D,84018.82,USD,V004,Metro Legal Advisors,INV-37227,t.yamada,dir.treasury,12,Oracle,Automated,N
JE-009126,FinServ Partners,2024-08-04,2024-08-04,2024-08,1300,Inventories,Asset,CC711,Standard posting — Inventories,D,2437.36,EUR,V002,Global IT Solutions,INV-38574,c.lambert,dir.treasury,10,Oracle,Automated,N
JE-009127,BuildCo SA,2023-09-26,2023-09-26,2023-09,2300,Short-Term Borrowings,Liability,CC946,Standard posting — Short-Term Borrowings,C,2892.3,USD,V007,Stellar Recruitment,INV-14463,p.garcia,director.finance,13,SAP,Import,N
JE-009128,Global Trade Ltd,2024-01-01,2024-01-01,2024-01,6700,Depreciation & Amortisation,Expense,CC199,Standard posting — Depreciation & Amortisation,D,83689.75,USD,V007,Stellar Recruitment,INV-58130,f.nkosi,director.finance,10,Import,Manual,N
JE-009129,Global Trade Ltd,2023-10-27,2023-10-27,2023-10,1100,Cash & Cash Equivalents,Asset,CC456,Standard posting — Cash & Cash Equivalents,D,1888.95,CAD,V003,Premier Office Supply,INV-73184,s.chen,dir.treasury,12,Import,Manual,N
JE-009130,Global Trade Ltd,2023-04-22,2023-04-22,2023-04,9200,Intercompany Receivable,Asset,CC231,Standard posting — Intercompany Receivable,D,16400.08,GBP,V002,Global IT Solutions,INV-55476,p.garcia,dir.treasury,17,SAP,Reversal,N
JE-009131,FinServ Partners,2024-06-25,2024-06-25,2024-06,6200,Rent & Occupancy,Expense,CC306,Standard posting — Rent & Occupancy,C,1557.05,USD,V001,Apex Consulting,INV-53557,a.silva,cfo.office,12,SAP,Automated,N
JE-009132,ACME Corp,2024-11-03,2024-11-03,2024-11,2400,Deferred Revenue,Liability,CC511,Standard posting — Deferred Revenue,D,54335.63,USD,V009,ClearView Analytics,INV-66244,t.yamada,dir.treasury,10,Manual,Automated,N
JE-009133,ACME Corp,2024-04-14,2024-04-14,2024-04,6100,Salaries & Wages,Expense,CC122,Standard posting — Salaries & Wages,D,2147.09,USD,V004,Metro Legal Advisors,INV-56358,r.kumar,cfo.office,12,SAP,Automated,N
JE-009134,Global Trade Ltd,2024-10-22,2024-10-22,2024-10,6700,Depreciation & Amortisation,Expense,CC213,Standard posting — Depreciation & Amortisation,D,297.73,USD,V001,Apex Consulting,INV-94207,j.martin,dir.treasury,11,Manual,Manual,N
JE-009135,Global Trade Ltd,2024-08-01,2024-08-01,2024-08,4300,Other Operating Income,Revenue,CC644,Standard posting — Other Operating Income,C,2756.75,USD,V003,Premier Office Supply,INV-66293,f.nkosi,cfo.office,13,Oracle,Automated,N
JE-009136,Global Trade Ltd,2024-03-06,2024-03-06,2024-03,4100,Revenue — Products,Revenue,CC953,Standard posting — Revenue — Products,D,969.46,USD,V009,ClearView Analytics,INV-49850,j.martin,cfo.office,17,Oracle,Manual,N
JE-009137,FinServ Partners,2023-05-17,2023-05-17,2023-05,4300,Other Operating Income,Revenue,CC181,Standard posting — Other Operating Income,C,141.18,EUR,V010,Platinum Facilities,INV-60967,p.garcia,mgr.accounting,12,Import,Manual,N
JE-009138,TechFlow Inc,2023-02-26,2023-02-26,2023-02,6300,Professional Fees,Expense,CC220,Standard posting — Professional Fees,C,38391.24,USD,V004,Metro Legal Advisors,INV-91543,m.okafor,vp.controller,14,SAP,Manual,N
JE-009139,FinServ Partners,2024-11-21,2024-11-21,2024-11,2200,Accrued Liabilities,Liability,CC870,Standard posting — Accrued Liabilities,D,116.36,EUR,V004,Metro Legal Advisors,INV-66572,j.martin,director.finance,8,SAP,Automated,N
JE-009140,Global Trade Ltd,2023-10-26,2023-10-26,2023-10,6200,Rent & Occupancy,Expense,CC818,Standard posting — Rent & Occupancy,D,556.95,USD,V009,ClearView Analytics,INV-31516,p.garcia,vp.controller,10,Manual,Manual,N
JE-009141,TechFlow Inc,2023-12-12,2023-12-12,2023-12,9200,Intercompany Receivable,Asset,CC822,Standard posting — Intercompany Receivable,D,2498.14,USD,V001,Apex Consulting,INV-65680,f.nkosi,dir.treasury,9,SAP,Automated,N
JE-009142,FinServ Partners,2024-01-10,2024-01-10,2024-01,5200,Direct Labour,Expense,CC208,Standard posting — Direct Labour,C,3442.36,USD,V004,Metro Legal Advisors,INV-14195,p.garcia,director.finance,13,SAP,Import,N
JE-009143,BuildCo SA,2023-12-23,2023-12-23,2023-12,6800,Insurance,Expense,CC479,Standard posting — Insurance,C,200.36,USD,V003,Premier Office Supply,INV-21258,j.martin,vp.controller,12,SAP,Automated,N
JE-009144,FinServ Partners,2024-08-12,2024-08-12,2024-08,6600,IT & Software,Expense,CC832,Standard posting — IT & Software,D,1179.73,USD,V007,Stellar Recruitment,INV-92213,m.okafor,director.finance,10,Oracle,Automated,N
JE-009145,ACME Corp,2023-01-31,2023-01-31,2023-01,1400,Prepaid Expenses,Asset,CC610,Standard posting — Prepaid Expenses,D,785.81,CAD,V001,Apex Consulting,INV-60152,f.nkosi,cfo.office,17,SAP,Manual,N
JE-009146,BuildCo SA,2023-05-26,2023-05-26,2023-05,7100,Interest Income,Revenue,CC981,Standard posting — Interest Income,C,279.4,CAD,V002,Global IT Solutions,INV-58967,r.kumar,dir.treasury,12,SAP,Automated,N
JE-009147,ACME Corp,2023-03-15,2023-03-15,2023-03,4200,Revenue — Services,Revenue,CC495,Standard posting — Revenue — Services,C,174.24,USD,V008,Alliance Insurance,INV-75214,j.martin,vp.controller,8,SAP,Automated,N
JE-009148,TechFlow Inc,2024-02-09,2024-02-09,2024-02,1200,Accounts Receivable,Asset,CC778,Standard posting — Accounts Receivable,D,97642.25,USD,V008,Alliance Insurance,INV-24992,s.chen,vp.controller,17,Import,Manual,N
JE-009149,Global Trade Ltd,2024-08-31,2024-08-31,2024-08,1500,Property Plant & Equipment,Asset,CC345,Standard posting — Property Plant & Equipment,D,111.48,USD,V003,Premier Office Supply,INV-27236,j.martin,director.finance,14,SAP,Automated,N
JE-009150,Global Trade Ltd,2024-03-19,2024-03-19,2024-03,7200,Interest Expense,Expense,CC973,Standard posting — Interest Expense,D,322252.43,GBP,V004,Metro Legal Advisors,INV-99104,j.martin,vp.controller,16,Import,Automated,N
JE-009151,Global Trade Ltd,2024-02-18,2024-02-18,2024-02,2300,Short-Term Borrowings,Liability,CC737,Standard posting — Short-Term Borrowings,D,4288.06,CAD,V004,Metro Legal Advisors,INV-68073,p.garcia,mgr.accounting,8,SAP,Automated,N
JE-009152,Global Trade Ltd,2024-12-03,2024-12-03,2024-12,6500,Travel & Entertainment,Expense,CC773,Standard posting — Travel & Entertainment,D,21513.0,EUR,V004,Metro Legal Advisors,INV-10342,p.garcia,dir.treasury,12,Oracle,Automated,N
JE-009153,FinServ Partners,2023-04-22,2023-04-22,2023-04,7200,Interest Expense,Expense,CC308,Standard posting — Interest Expense,C,312655.92,CAD,V007,Stellar Recruitment,INV-91400,l.dupont,dir.treasury,8,Manual,Automated,N
JE-009154,Global Trade Ltd,2024-11-09,2024-11-09,2024-11,6500,Travel & Entertainment,Expense,CC858,Standard posting — Travel & Entertainment,C,851.8,USD,V002,Global IT Solutions,INV-50181,a.silva,dir.treasury,14,SAP,Import,N
JE-009155,BuildCo SA,2023-08-28,2023-08-28,2023-08,3100,Share Capital,Equity,CC850,Standard posting — Share Capital,C,55480.87,CAD,V010,Platinum Facilities,INV-18621,s.chen,cfo.office,14,SAP,Manual,N
JE-009156,FinServ Partners,2023-03-18,2023-03-18,2023-03,2400,Deferred Revenue,Liability,CC505,Standard posting — Deferred Revenue,C,3072.86,USD,V010,Platinum Facilities,INV-61859,f.nkosi,director.finance,9,Oracle,Import,N
JE-009157,TechFlow Inc,2023-03-29,2023-03-29,2023-03,6600,IT & Software,Expense,CC626,Standard posting — IT & Software,D,198.53,USD,V010,Platinum Facilities,INV-70562,r.kumar,dir.treasury,13,Manual,Import,N
JE-009158,TechFlow Inc,2023-11-11,2023-11-11,2023-11,5100,Cost of Goods Sold,Expense,CC665,Standard posting — Cost of Goods Sold,D,31826.35,USD,V004,Metro Legal Advisors,INV-75580,t.yamada,vp.controller,11,SAP,Automated,N
JE-009159,ACME Corp,2024-12-14,2024-12-14,2024-12,1500,Property Plant & Equipment,Asset,CC312,Standard posting — Property Plant & Equipment,D,173758.49,USD,V004,Metro Legal Advisors,INV-55164,f.nkosi,dir.treasury,17,Import,Automated,N
JE-009160,Global Trade Ltd,2024-09-01,2024-09-01,2024-09,1400,Prepaid Expenses,Asset,CC826,Standard posting — Prepaid Expenses,D,727.29,USD,V005,FastTrack Logistics,INV-21376,p.garcia,vp.controller,8,SAP,Import,N
JE-009161,BuildCo SA,2023-11-09,2023-11-09,2023-11,6300,Professional Fees,Expense,CC981,Standard posting — Professional Fees,D,437.19,USD,V004,Metro Legal Advisors,INV-84525,m.okafor,vp.controller,9,Import,Automated,N
JE-009162,FinServ Partners,2024-07-25,2024-07-25,2024-07,4100,Revenue — Products,Revenue,CC313,Standard posting — Revenue — Products,D,283788.92,EUR,V006,NovaTech Services,INV-45070,l.dupont,mgr.accounting,8,SAP,Automated,N
JE-009163,BuildCo SA,2024-08-05,2024-08-05,2024-08,5200,Direct Labour,Expense,CC410,Standard posting — Direct Labour,D,118.92,USD,V010,Platinum Facilities,INV-54689,l.dupont,vp.controller,14,Oracle,Reversal,N
JE-009164,ACME Corp,2023-08-21,2023-08-21,2023-08,1100,Cash & Cash Equivalents,Asset,CC812,Standard posting — Cash & Cash Equivalents,C,138.01,EUR,V005,FastTrack Logistics,INV-46478,a.silva,mgr.accounting,9,SAP,Manual,N
JE-009165,FinServ Partners,2024-10-11,2024-10-11,2024-10,1200,Accounts Receivable,Asset,CC421,Vendor payment — expense reimbursement,C,9969.58,EUR,V001,Apex Consulting,INV-99091,f.nkosi,vp.controller,16,SAP,Manual,N
JE-009166,TechFlow Inc,2023-08-15,2023-08-15,2023-08,6700,Depreciation & Amortisation,Expense,CC500,Standard posting — Depreciation & Amortisation,D,131662.19,CAD,V007,Stellar Recruitment,INV-82336,s.chen,vp.controller,14,Import,Automated,N
JE-009167,TechFlow Inc,2023-06-06,2023-06-06,2023-06,2100,Accounts Payable,Liability,CC338,Standard posting — Accounts Payable,D,1211.85,USD,V005,FastTrack Logistics,INV-51383,a.silva,vp.controller,14,SAP,Automated,N
JE-009168,TechFlow Inc,2024-10-25,2024-10-25,2024-10,9100,Clearing / Suspense,Suspense,CC569,Standard posting — Clearing / Suspense,D,83382.42,USD,V009,ClearView Analytics,INV-23448,p.garcia,mgr.accounting,9,SAP,Import,N
JE-009169,Global Trade Ltd,2024-04-06,2024-04-06,2024-04,2100,Accounts Payable,Liability,CC666,Standard posting — Accounts Payable,D,42534.06,USD,V006,NovaTech Services,INV-58596,f.nkosi,dir.treasury,17,SAP,Automated,N
JE-009170,TechFlow Inc,2024-01-16,2024-01-16,2024-01,2300,Short-Term Borrowings,Liability,CC796,Standard posting — Short-Term Borrowings,D,93328.31,USD,V005,FastTrack Logistics,INV-63238,c.lambert,director.finance,12,Concur,Automated,N
JE-009171,FinServ Partners,2023-01-15,2023-01-15,2023-01,6700,Depreciation & Amortisation,Expense,CC891,Standard posting — Depreciation & Amortisation,C,162822.33,GBP,V009,ClearView Analytics,INV-74769,s.chen,vp.controller,14,Manual,Automated,N
JE-009172,TechFlow Inc,2023-10-25,2023-10-25,2023-10,4200,Revenue — Services,Revenue,CC160,Standard posting — Revenue — Services,D,428.19,USD,V005,FastTrack Logistics,INV-94620,f.nkosi,director.finance,10,SAP,Automated,N
JE-009173,FinServ Partners,2024-07-14,2024-07-14,2024-07,6800,Insurance,Expense,CC811,Standard posting — Insurance,D,699.92,EUR,V006,NovaTech Services,INV-94066,l.dupont,mgr.accounting,17,Manual,Automated,N
JE-009174,ACME Corp,2023-07-21,2023-07-21,2023-07,3100,Share Capital,Equity,CC562,Standard posting — Share Capital,D,266661.35,USD,V006,NovaTech Services,INV-31653,l.dupont,vp.controller,8,Oracle,Automated,N
JE-009175,FinServ Partners,2024-05-29,2024-05-29,2024-05,9300,Intercompany Payable,Liability,CC753,Standard posting — Intercompany Payable,C,27312.95,USD,V008,Alliance Insurance,INV-51114,c.lambert,cfo.office,17,Manual,Reversal,N
JE-009176,FinServ Partners,2023-10-14,2023-10-14,2023-10,1300,Inventories,Asset,CC622,Standard posting — Inventories,D,489.27,EUR,V007,Stellar Recruitment,INV-42264,t.yamada,mgr.accounting,9,Oracle,Import,N
JE-009177,TechFlow Inc,2024-01-31,2024-01-31,2024-01,9300,Intercompany Payable,Liability,CC519,Standard posting — Intercompany Payable,C,138.2,USD,V001,Apex Consulting,INV-60094,m.okafor,cfo.office,10,Oracle,Manual,N
JE-009178,FinServ Partners,2023-12-21,2023-12-21,2023-12,2400,Deferred Revenue,Liability,CC648,Standard posting — Deferred Revenue,D,141.21,EUR,V002,Global IT Solutions,INV-25752,a.silva,vp.controller,14,SAP,Manual,N
JE-009179,ACME Corp,2023-06-22,2023-06-22,2023-06,7200,Interest Expense,Expense,CC591,Standard posting — Interest Expense,C,13822.81,USD,V004,Metro Legal Advisors,INV-50577,r.kumar,cfo.office,13,Import,Automated,N
JE-009180,TechFlow Inc,2024-03-07,2024-03-07,2024-03,5100,Cost of Goods Sold,Expense,CC767,Standard posting — Cost of Goods Sold,D,1066.66,CHF,V010,Platinum Facilities,INV-34911,m.okafor,cfo.office,16,SAP,Automated,N
JE-009181,BuildCo SA,2023-08-28,2023-08-28,2023-08,4100,Revenue — Products,Revenue,CC211,Standard posting — Revenue — Products,D,611.63,USD,V010,Platinum Facilities,INV-72457,c.lambert,mgr.accounting,11,Manual,Automated,N
JE-009182,Global Trade Ltd,2024-11-24,2024-11-24,2024-11,6500,Travel & Entertainment,Expense,CC197,Standard posting — Travel & Entertainment,D,477138.6,USD,V005,FastTrack Logistics,INV-65112,j.martin,mgr.accounting,8,Manual,Automated,N
JE-009183,Global Trade Ltd,2023-04-09,2023-04-09,2023-04,3100,Share Capital,Equity,CC416,Standard posting — Share Capital,D,1299.31,EUR,V008,Alliance Insurance,INV-21173,p.garcia,cfo.office,9,Oracle,Manual,N
JE-009184,FinServ Partners,2024-11-22,2024-11-22,2024-11,7200,Interest Expense,Expense,CC629,Standard posting — Interest Expense,C,167.08,USD,V001,Apex Consulting,INV-24156,s.chen,director.finance,17,Oracle,Automated,N
